SCIM provisioning,Enterprise capability ל-provisioning של Vault identity entities/groups ממערכות identity חיצוניות באמצעות SCIM.,מאוטמת synchronization של identity lifecycle.,03 - Authentication וזהות,Vault Enterprise / Beta depending version,https://developer.hashicorp.com/vault/docs/secrets/identity
Seal,המנגנון שמגן על הגישה ל-root key של Vault ולכן גם ל-keyring המוצפן.,שולט אם Vault מסוגל לפענח ולספק את המידע המוגן שלו.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Seal wrapping,הגנת Enterprise שעוטפת ערכים מסוימים שנשמרים בשכבת הצפנה נוספת באמצעות מנגנון ה-seal.,מוסיפה defense in depth למידע רגיש במיוחד.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault Enterprise,https://developer.hashicorp.com/vault/docs/license
Sealed state,מצב שבו Vault יכול להגיע ל-storage אך אינו מסוגל לפענח protected data.,"מהווה security boundary למצבי חירום, ומופיע בהפעלה ראשונית כאשר משתמשים ב-manual unseal.",02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Secret,"מידע סודי או חומר קריפטוגרפי כגון password, API key, token, private key של certificate או credential שנוצר דינמית.",מייצג מידע רגיש שחייב להיות מוגן ומנוהל תחת בקרות הדוקות.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/glossary
Secret injection,"מסירת secret material ל-workload כ-file, environment variable, API response או platform Secret.",מחברת בין Vault לבין האופן שבו application צורכת secrets.,"10 - Kubernetes, agents ו-automation",כללי / Vault integration,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
Secret sprawl,"עותקים לא מבוקרים של secrets בקוד, קובצי configuration, מערכות CI/CD, צ'אטים, מחשבים אישיים וסביבות runtime.",בעיה מרכזית ש-Vault נועד לצמצם באמצעות ריכוז ותיווך של גישה ל-secrets.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/about-vault/what-is-vault
Secret version,Version היסטורי מסוים של secret ב-KV v2.,מאפשר updates מבוקרים ושחזור משינויים מקריים.,06 - Secrets engines והגנת מידע,Vault / KV v2,https://developer.hashicorp.com/vault/docs/secrets/kv
Secret Zero,ה-credential או חומר האמון הראשוני ש-workload היה צריך כדי להשיג secrets נוספים.,מתאר את בעיית ה-bootstrap בעולם ניהול ה-secrets.,01 - יסודות secrets ואבטחה,מושג כללי,https://developer.hashicorp.com/vault/docs/auth
SecretID,Credential של AppRole המקביל לחלק ה-password בצמד authentication.,מוכיח possession לצורך AppRole login.,03 - Authentication וזהות,Vault / AppRole,https://developer.hashicorp.com/vault/docs/auth/approle/approle-pattern
SecretID accessor,"Reference שאינו secret ל-SecretID, המאפשר lifecycle operations בלי לחשוף את ערך ה-SecretID.",מאפשר tracking או revocation של SecretIDs.,03 - Authentication וזהות,Vault / AppRole,https://developer.hashicorp.com/vault/docs/auth/approle/approle-pattern
Secrets as code reference,"שמירת references, paths, roles ו-policies ב-versioned configuration כאשר ערכי ה-secret נשארים ב-Vault.",מאפשרת automation ללא הכנסת secret material ל-source control.,"10 - Kubernetes, agents ו-automation",כללי / DevSecOps,https://developer.hashicorp.com/vault/docs/concepts/policies
Secrets engine,"Plugin שניתן לבצע לו mount ושומר, יוצר, מצפין, משנה או מנהל בדרך אחרת מידע רגיש.",מממש את ה-backend הפונקציונלי עבור מקרי שימוש של secrets.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets
Secrets Import,Enterprise capability להכנסת secret material מצד שלישי ל-workflows שמנוהלים ב-Vault.,מסייעת בקונסולידציה של secrets וב-migration מ-external secret stores.,06 - Secrets engines והגנת מידע,Vault Enterprise,https://developer.hashicorp.com/vault/docs
Secrets management,"התהליכים והבקרות ליצירה, אחסון, הפצה, rotation, revocation ו-audit של secrets.",מגן על credentials לאורך כל מחזור החיים שלהם.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/about-vault/what-is-vault
Secrets Sync,"תכונה הקיימת הן בגרסת ה-Community והן בגרסת ה-Enterprise של Vault (החל מגרסה 1.16), המאפשרת לסנכרן סודות המנוהלים ב-Vault אל יעדים חיצוניים שונים (כמו AWS Secrets Manager, Azure Key Vault, Google Secret Manager ו-GitHub).",ריכוז ניהול הסודות ב-Vault כ-Single Source of Truth תוך הפצתם אוטומטית לפלטפורמות קצה שונות הדורשות אותם מקומית.,06 - Secrets engines והגנת מידע,Vault Enterprise,https://developer.hashicorp.com/vault/docs
Secure multi-tenancy (SMT),מודל isolation שמשתמש ב-namespaces ובבקרות נלוות לאירוח כמה organizational tenants על Vault.,מצמצם צורך ב-clusters נפרדים תוך שמירה על administrative boundaries.,"04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/namespaces
Sentinel,Policy-as-code framework שמשולב ב-Vault Enterprise ומאפשר governance עשיר יותר מ-ACLs בלבד.,"מיישם conditional, contextual ו-organization-wide policy enforcement.","04 - Policies, authorization ו-governance",Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/sentinel
Server log,"Operational logs של תהליך Vault, נפרדים מ-audit trail.","מציגים startup, seal, storage, replication, plugin ו-runtime errors/events.","09 - Audit, monitoring ו-observability",Vault,https://developer.hashicorp.com/vault/docs/concepts/production-hardening
Service token,"Stateful Vault token שנשמר ב-token store ותומך ב-renewal, child tokens, accessors, cubbyhole ו-revocation.",מתאים ל-interactive ול-service sessions רגילים שצריכים lifecycle management.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
ServiceAccount,Kubernetes workload identity object שבדרך כלל מקושר ל-Vault Kubernetes auth roles.,מספק platform-native identity evidence עבור pods.,"10 - Kubernetes, agents ו-automation",Kubernetes / Vault,https://developer.hashicorp.com/vault/docs/auth
Shamir Secret Sharing,Threshold cryptography שמפצלת את ה-unseal key לכמה shares כך ש-share יחיד אינו מספיק.,מספקת distributed control על פעולות recovery רגישות.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Sidecar pattern,Deployment pattern שבו Vault Agent רץ לצד application container/pod.,מספק local authentication ו-secret rendering ללא שינוי application code.,"10 - Kubernetes, agents ו-automation",Kubernetes / Vault Agent,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
SIEM,Security Information and Event Management platform שצורכת Vault audit logs ו-operational logs.,מבצעת correlation בין Vault events לבין security telemetry רחב יותר.,"09 - Audit, monitoring ו-observability",כללי / integration,https://developer.hashicorp.com/vault/docs/audit
Snapshot restore,תהליך שחזור Vault Integrated Storage מתוך Raft snapshot.,משחזר state לאחר data loss או disaster.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/concepts/integrated-storage
Socket audit device,Audit device שכותב audit events ל-socket endpoint.,תומך ב-streaming של audit data ל-process/service אחר.,"09 - Audit, monitoring ו-observability",Vault,https://developer.hashicorp.com/vault/docs/audit
Soft delete,פעולת KV v2 שמסמנת secret version כמחוק אך שומרת את ה-data הבסיסי לצורך recovery.,מאפשרת restoration לאחר deletion מקרי.,06 - Secrets engines והגנת מידע,Vault / KV v2,https://developer.hashicorp.com/vault/docs/secrets/kv
SPIFFE,Framework סטנדרטי ל-workload identity באמצעות SPIFFE IDs ו-SVIDs; ‏Vault 2.x כולל capabilities Enterprise הקשורות ל-SPIFFE.,מספק portable cryptographic workload identity בין פלטפורמות.,03 - Authentication וזהות,Vault Enterprise / Workload identity,https://developer.hashicorp.com/vault/docs/license
SSH secrets engine,"Engine שתומך ב-SSH access patterns כגון signed SSH certificates או one-time credentials, בהתאם להגדרה.",מצמצם הפצה של long-lived SSH keys/passwords.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets
Standby node,Vault node ב-HA שמוכן להפוך ל-active אם ה-leadership משתנה.,מספק capacity ל-failover.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/internals/high-availability
Static database role,"Mapping שמנוהל על-ידי Vault ל-database username קבוע קיים, כאשר Vault מבצע rotation ל-password שלו.",תומך במערכות שאינן מסוגלות לעבוד עם usernames דינמיים.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/databases
Static secret,Secret שהערך שלו נשאר קבוע עד שמחליפים או מסובבים אותו במפורש.,משמש כאשר מערכת היעד אינה מסוגלת להנפיק credentials באופן דינמי.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/glossary
Storage backend,שכבת ה-persistence העמידה שבה Vault שומר את ה-state המוצפן.,שומרת את נתוני Vault אך אינה אמורה לקבל plaintext secrets.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/glossary
Storage migration,Supported procedure להעברת Vault data מ-storage backend אחד לאחר.,מאפשר שינוי ארכיטקטורה כגון מעבר מ-Consul ל-Integrated Storage.,"08 - Storage, HA, replication ו-disaster recovery",Vault,https://developer.hashicorp.com/vault/docs/concepts/integrated-storage
sudo capability,Capability מיוחדת שנדרשת עבור root-protected endpoints מסוימים בנוסף ל-path permissions הרגילות.,מגינה על sensitive administrative operations.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Support lifecycle,התאריכים והכללים שקובעים כמה זמן Vault version מקבלת IBM support/fixes.,קובעים upgrade urgency ו-operational risk.,11 - Enterprise features ו-platform operations,IBM Vault Self-Managed,https://www.ibm.com/support/pages/ibm-hashicorp-self-managed-product-support-lifecycle-addendum
sys/ path,אזור API שמור עבור system configuration ו-administrative operations של Vault.,"מספק control-plane operations כגון mounts, health, policies, audit ו-replication.",02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Syslog audit device,Audit device ששולח Vault audit events דרך syslog.,משתלב עם centralized logging infrastructure.,"09 - Audit, monitoring ו-observability",Vault,https://developer.hashicorp.com/vault/docs/audit
Telemetry,"Vault metrics שנפלטים עבור performance, health, leases, identity, Raft, replication ו-subsystems נוספים.","תומכים ב-capacity planning, ‏SLOs, alerting ו-troubleshooting.","09 - Audit, monitoring ו-observability",Vault,https://developer.hashicorp.com/vault/docs/internals/telemetry
Template rendering,יכולת של Vault Agent שמרנדרת secrets לקבצים/configuration באמצעות templates.,משלבת Vault עם applications שמצפות ל-file-based config.,"10 - Kubernetes, agents ו-automation",Vault Agent,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
Templated policy,Vault policy path שמכיל identity template expressions כגון entity ID או metadata.,מאפשר authorization לפי identity/group path בלי ליצור policy נפרדת לכל user.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Terraform Vault provider,"Terraform provider לניהול Vault configuration כגון policies, auth methods, identity objects ו-secret engines.",מאוטם Vault configuration as code.,"10 - Kubernetes, agents ו-automation",Vault / Terraform,https://developer.hashicorp.com/vault/docs/secrets/identity
TLS certificate auth,Auth method שמאמת clients באמצעות trusted X.509 client certificates.,תומך ב-machine או user authentication מבוסס certificate.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
Token accessor,"Reference שאינו secret ומשויך ל-service token, ומאפשר lookup, renewal או revocation בלי לחשוף את ערך ה-token.",תומך ב-operational token management וב-incident response.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token auth method,מנגנון authentication מובנה שבו Vault token קיים מוצג ישירות.,זהו מנגנון authentication פנימי בסיסי וכל authenticated Vault request נשען עליו.,03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token lookup,"Operation שמחזירה metadata על token, בכפוף ל-permissions.",תומכת ב-troubleshooting וב-lifecycle inspection.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token renewal,הארכת ה-TTL של renewable service token.,שומרת sessions עבור workloads בריאים.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token revocation,ביטול מפורש של service token ובדרך כלל גם של ה-children/leases התלויים בו.,מסיים access במהירות.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token role,Configuration template ששולט ב-properties של tokens שנוצרים דרך token store.,"מאחדת token policies, ‏TTLs, periods ו-constraints נוספים.","05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Token sink,Destination של Vault Agent שאליו token שהתקבל נכתב או מועבר.,מעביר authentication material ל-application או downstream process.,"10 - Kubernetes, agents ו-automation",Vault Agent,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
TOTP MFA,שיטת MFA מבוססת time-based one-time password הנתמכת ב-Vault Enterprise.,מוסיפה second factor שמשתנה בזמן.,03 - Authentication וזהות,Vault Enterprise,https://developer.hashicorp.com/vault/docs/enterprise/mfa
TOTP secrets engine,Engine ליצירה ולאימות של time-based one-time-password keys/codes.,תומך ב-applications שצריכות TOTP lifecycle management.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets
Transform secrets engine,"Enterprise engine לשינוי ערכים רגישים, כולל מקרי שימוש של format-preserving protection ו-tokenization.",מגן על sensitive data תוך שמירה על formats שה-application דורש.,06 - Secrets engines והגנת מידע,Vault Enterprise,https://developer.hashicorp.com/vault/docs/license
Transit key,Named cryptographic key שמנוהל על-ידי Transit engine.,מגדיר את ה-key ואת ה-algorithm עבור cryptographic operations.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/transit
Transit key rotation,יצירת version חדש של Transit key תוך שמירת key history.,מצמצמת long-term exposure ותומכת ב-cryptographic agility.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/transit
Transit secrets engine,"Cryptographic service שמבצע encryption, decryption, signing, verification, hashing, HMAC ופעולות קשורות בלי לשמור application plaintext.",מספק encryption/signing as a service תוך ריכוז key management.,06 - Secrets engines והגנת מידע,Vault,https://developer.hashicorp.com/vault/docs/secrets/transit
TTL (Time To Live),"משך החיים שנותר ל-token, lease, secret, certificate או object אחר שהונפק.",מגביל exposure ומכריח reauthentication/renewal תקופתי.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs/concepts/tokens
Unseal,התהליך שבו משחזרים גישה ל-root key כדי ש-Vault יוכל לפענח את ה-keyring ואת המידע.,מעביר את Vault מ-sealed למצב operational.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Unseal key,ה-key שמשמש ב-Shamir sealing לפענוח ה-root key; בדרך כלל הוא מופץ כ-shares.,מאשר unsealing ופעולות מסוימות שרגישות ל-quorum.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
Unsealed state,מצב שבו Vault שחזר בהצלחה גישה ל-root key/keyring ויכול לטפל ב-requests רגילים.,זהו מצב ההפעלה התקין.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/concepts/seal
update capability,Capability שמאפשרת פעולות write/change על path.,מספקת mutation או invocation של operation.,"04 - Policies, authorization ו-governance",Vault,https://developer.hashicorp.com/vault/docs/concepts/policies
Upgrade,תהליך מעבר של Vault nodes ל-release נתמך חדש יותר.,"מחיל security fixes, capabilities חדשות ושינויי compatibility.",11 - Enterprise features ו-platform operations,Vault operations,https://developer.hashicorp.com/vault/docs
Userpass auth,Authentication מקומי של Vault באמצעות username/password.,"מספק authentication native ופשוט, שימושי בעיקר בתרחישים מוגבלים או bootstrap.",03 - Authentication וזהות,Vault,https://developer.hashicorp.com/vault/docs/auth
Vault,"מערכת מרכזית מבוססת זהות לניהול secrets, יצירת credentials, הצפנה ובקרת גישה.",מספקת control plane מרכזי להגנה על credentials של מכונות ויישומים ועל פעולות קריפטוגרפיות רגישות.,01 - יסודות secrets ואבטחה,כללי / IBM Vault,https://developer.hashicorp.com/vault/docs/about-vault/what-is-vault
Vault Agent,"Client-side helper שיכול לבצע authentication ל-Vault, לנהל tokens, לבצע template rendering ולסייע ל-applications בלי להטמיע Vault logic.",מפשט application integration ואת token lifecycle.,"10 - Kubernetes, agents ו-automation",Vault,https://developer.hashicorp.com/vault/docs/agent-and-proxy/agent
Vault client,"כל human, workload, automation, ‏CLI, ‏SDK או service ששולח requests ל-Vault.","צורך שירותי authentication, secrets או cryptography של Vault.",02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/internals/recommended-patterns
Vault Community Edition,Community edition של Vault עם core secrets-management functionality אך ללא enterprise-only entitlements.,"תומכת בלמידה, development וב-use cases שלא דורשים enterprise features.",11 - Enterprise features ו-platform operations,Vault / IBM current naming,https://developer.hashicorp.com/vault/docs
Vault Enterprise,"Commercial Vault edition שמספקת enterprise features כגון namespaces, replication, Sentinel, MFA, control groups ו-capabilities מורשות נוספות.","תומכת ב-large-scale, regulated ו-multi-tenant enterprise deployments.",11 - Enterprise features ו-platform operations,Vault Enterprise / IBM,https://developer.hashicorp.com/vault/docs/license
Vault Proxy,"Client-side proxy capability של Vault שיכולה לטפל ב-authentication, caching ו-proxy behaviors עבור applications.",מפחיתה integration complexity ויכולה לשפר availability/performance עבור clients.,"10 - Kubernetes, agents ו-automation",Vault,https://developer.hashicorp.com/vault/docs/agent-and-proxy/proxy
Vault Secrets Operator (VSO),Kubernetes operator שמשלב Vault secrets ב-Kubernetes workflows וב-custom resources.,מאוטם secret delivery ו-rotation ל-Kubernetes applications.,"10 - Kubernetes, agents ו-automation",Vault / Kubernetes,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault
Vault server,"תהליך Vault שרץ באופן קבוע, חושף את ה-API ומתאם auth methods, ‏secrets engines, policies, storage, leases ו-audit.",נקודת הביצוע המרכזית לפעולות Vault.,02 - ארכיטקטורת Vault וקריפטוגרפיה,Vault,https://developer.hashicorp.com/vault/docs/glossary
VaultAuth,VSO custom resource/configuration שמתארת כיצד workload מבצע authentication ל-Vault.,מאחדת Kubernetes-to-Vault authentication settings.,"10 - Kubernetes, agents ו-automation",Vault Secrets Operator,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault
VaultConnection,VSO configuration שמייצגת connectivity ל-Vault server/namespace.,מפרידה connection details ממשאבי secret בודדים.,"10 - Kubernetes, agents ו-automation",Vault Secrets Operator,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault
VaultDynamicSecret,VSO resource pattern לקבלת leased dynamic credentials מ-Vault.,מכניסה את dynamic-secret lifecycle אל Kubernetes workloads.,"10 - Kubernetes, agents ו-automation",Vault Secrets Operator,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault
VaultStaticSecret,VSO resource pattern לסנכרון static Vault secret אל Kubernetes.,מאוטם retrieval/refresh של KV-like secrets.,"10 - Kubernetes, agents ו-automation",Vault Secrets Operator,https://developer.hashicorp.com/vault/docs/deploy/kubernetes/vso/sources/vault
Workload identity,זהות ניתנת לאימות שמוקצית לתוכנה שרצה בסביבת runtime.,מייתרת את הצורך לאתחל workloads באמצעות static Vault tokens.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/auth
Wrapping token,Short-lived token שניתן להשתמש בו פעם אחת כדי לקבל wrapped response.,מאבטח secret handoff בין systems או operators.,"05 - Tokens, leases ו-lifecycle",Vault,https://developer.hashicorp.com/vault/docs
Zero Trust,גישת אבטחה שמאמתת באופן מתמשך identity ו-authorization במקום להסתמך רק על מיקום ברשת.,מתאימה למודל הגישה identity-centric של Vault.,01 - יסודות secrets ואבטחה,כללי,https://developer.hashicorp.com/vault/docs/about-vault/what-is-vault
מונח,הסבר,מטרה / משמעות,קטגוריה,תחום,מקור (URL)
